p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.58541417004309e-97,1.36779722594759,0.745,0.4,2.8586602900047e-93,Tumor Front,HSPD1
6.66582752347735e-89,1.36470270565189,0.674,0.33,1.2019153607582e-84,Tumor Front,ERBB3
1.11159133849274e-172,1.36093125732567,0.973,0.552,2.00431034243625e-168,Tumor Front,PSMC5
3.93662659018755e-107,1.36084283287475,0.789,0.421,7.09813140476716e-103,Tumor Front,DNAJA4
5.29265057336787e-62,1.35944543891575,0.549,0.292,9.54317824883961e-58,Tumor Front,NOL11
2.92559981614523e-115,1.35865811409913,0.77,0.385,5.27514902849146e-111,Tumor Front,GGCT
1.508904567968e-57,1.35501174693279,0.54,0.3,2.7207058265031e-53,Tumor Front,ESRP2
1.60681465847049e-103,1.35236248583904,0.723,0.348,2.89724751068815e-99,Tumor Front,SPDEF
2.21933479175514e-110,1.35161966061738,0.775,0.39,4.00168256301369e-106,Tumor Front,JPT2
3.5534530799328e-108,1.34497209861791,0.81,0.436,6.40723124842684e-104,Tumor Front,HIST1H1B
6.67127301330505e-114,1.34306474375864,0.802,0.402,1.20289723702903e-109,Tumor Front,DUSP4
1.08430176056044e-100,1.34168345734693,0.75,0.392,1.95510450446653e-96,Tumor Front,TSTD1
1.89276246607386e-127,1.34095551413209,0.847,0.398,3.41284000257778e-123,Tumor Front,TUBD1
8.91757543785524e-78,1.33300264587474,0.658,0.372,1.60792802719968e-73,Tumor Front,SMC4
2.25296302383552e-95,1.32860938600868,0.73,0.409,4.06231762827782e-91,Tumor Front,GTF3A
5.78219001677722e-106,1.3279196291782,0.777,0.418,1.0425866819251e-101,Tumor Front,IARS2
8.83218181004867e-56,1.32743074885167,0.559,0.324,1.59253070216988e-51,Tumor Front,ZNF512B
1.13182519248423e-116,1.3265514566296,0.827,0.437,2.04079400456831e-112,Tumor Front,MAP3K3
5.6420561790361e-81,1.32537684512928,0.648,0.348,1.017319149642e-76,Tumor Front,LMNB1
2.86655104430234e-102,1.32520141097009,0.773,0.419,5.16867818798155e-98,Tumor Front,POMP
3.5876018262592e-70,1.32440949436016,0.602,0.325,6.46880485292797e-66,Tumor Front,RNF6
2.15896526770159e-146,1.32115482976968,0.946,0.402,3.89283027419273e-142,Tumor Front,ANKRD30A
1.40386198047103e-84,1.3197288579382,0.706,0.388,2.53130353698732e-80,Tumor Front,CCT4
2.06281460459873e-119,1.31881553495259,0.832,0.421,3.71946101355196e-115,Tumor Front,MED13
8.2033504020576e-129,1.31849521230862,0.888,0.464,1.479146110995e-124,Tumor Front,TOB1
2.37033781310925e-172,1.31810710666262,0.975,0.479,4.27395611081729e-168,Tumor Front,FXYD3
9.42983348139738e-64,1.31501124645836,0.572,0.309,1.70029327503076e-59,Tumor Front,GALNT6
1.74875838744606e-144,1.30698982571796,0.938,0.492,3.153186248404e-140,Tumor Front,SMARCD2
2.49284933081994e-136,1.30623660989298,0.898,0.435,4.49485662840143e-132,Tumor Front,PERP
3.0046640511477e-84,1.30545201630643,0.668,0.344,5.41770975062442e-80,Tumor Front,CAPN13
4.42580710382662e-115,1.30484031138981,0.797,0.406,7.98017278890977e-111,Tumor Front,ISYNA1
